"id","title","geometry"
1,"Köpperner Center","[[[8.651602006754757,50.27149384495095],[8.649819248763862,50.27178250492594],[8.647798789706883,50.2722838575655],[8.64544554915858,50.27273962811174],[8.644447204682677,50.2731194335675],[8.643686561272887,50.274744966686285],[8.643425090101573,50.27588432597554],[8.644233273723984,50.27671983879196],[8.645041457346366,50.276826175735096],[8.646348813207197,50.27658311951646],[8.64756108864077,50.276112194561705],[8.649034835247761,50.275337436919614],[8.651316765476082,50.27422844815945],[8.652315109950933,50.27295231954034],[8.651602006754757,50.27149384495095]]]"
