"id","title","geometry.type","geometry.coordinates"
1,"Deutsches Romantik-Museum","Polygon","[[[8.677112154601929,50.111336486159445],[8.677796361479238,50.11127732472286],[8.677634919407296,50.11076212412124],[8.676954556388125,50.11080896076851],[8.677112154601929,50.111336486159445]]]"
